-86.731256,33.447226,"Trader Joes - 205 Summit Blvd, Birmingham",AL 35234---PhoneNumber: 205-969-7801,"Trader Joes - 205 Summit Blvd, BirminghamAL 35234---PhoneNumber: 205-969-7801","{name:""","Trader Joes - 205 Summit Blvd, Birmingham",""",lat:",33.447226,",",lon:,-86.731256,"},","{name:""Trader Joes - 205 Summit Blvd, Birmingham"",lat:33.447226,lon:-86.731256},",,,,,,,,,{,position:,{lat:,33.447226,",",lng:,-86.731256,"},",title:,"""","Trader Joes - 205 Summit Blvd, BirminghamAL 35234---PhoneNumber: 205-969-7801","""","},","{position:{lat:33.447226,lng:-86.731256},title:""Trader Joes - 205 Summit Blvd, BirminghamAL 35234---PhoneNumber: 205-969-7801""},"
-86.665573,34.740139,"Trader Joes - 1100 Mid City Dr NW, Huntsville",AL 35806---PhoneNumber: 256-890-7156,"Trader Joes - 1100 Mid City Dr NW, HuntsvilleAL 35806---PhoneNumber: 256-890-7156","{name:""","Trader Joes - 205 Summit Blvd, Birmingham",""",lat:",34.740139,",",lon:,-86.665573,"},","{name:""Trader Joes - 205 Summit Blvd, Birmingham"",lat:34.740139,lon:-86.665573},",,,,,,,,,{,position:,{lat:,34.740139,",",lng:,-86.665573,"},",title:,"""","Trader Joes - 1100 Mid City Dr NW, HuntsvilleAL 35806---PhoneNumber: 256-890-7156","""","},","{position:{lat:34.740139,lng:-86.665573},title:""Trader Joes - 1100 Mid City Dr NW, HuntsvilleAL 35806---PhoneNumber: 256-890-7156""},"
-92.401726,34.748238,"Trader Joes - 11500 Financial Centre Pkwy, Little Rock",AR 72211---PhoneNumber: 501-954-7659,"Trader Joes - 11500 Financial Centre Pkwy, Little RockAR 72211---PhoneNumber: 501-954-7659","{name:""","Trader Joes - 205 Summit Blvd, Birmingham",""",lat:",34.748238,",",lon:,-92.401726,"},","{name:""Trader Joes - 205 Summit Blvd, Birmingham"",lat:34.748238,lon:-92.401726},",,,,,,,,,{,position:,{lat:,34.748238,",",lng:,-92.401726,"},",title:,"""","Trader Joes - 11500 Financial Centre Pkwy, Little RockAR 72211---PhoneNumber: 501-954-7659","""","},","{position:{lat:34.748238,lng:-92.401726},title:""Trader Joes - 11500 Financial Centre Pkwy, Little RockAR 72211---PhoneNumber: 501-954-7659""},"
-112.038734,33.507184,"Trader Joes - 4821 N 20th St, Phoenix",AZ 85016---PhoneNumber: 602-912-9022,"Trader Joes - 4821 N 20th St, PhoenixAZ 85016---PhoneNumber: 602-912-9022","{name:""","Trader Joes - 205 Summit Blvd, Birmingham",""",lat:",33.507184,",",lon:,-112.038734,"},","{name:""Trader Joes - 205 Summit Blvd, Birmingham"",lat:33.507184,lon:-112.038734},",,,,,,,,,{,position:,{lat:,33.507184,",",lng:,-112.038734,"},",title:,"""","Trader Joes - 4821 N 20th St, PhoenixAZ 85016---PhoneNumber: 602-912-9022","""","},","{position:{lat:33.507184,lng:-112.038734},title:""Trader Joes - 4821 N 20th St, PhoenixAZ 85016---PhoneNumber: 602-912-9022""},"
-111.979655,33.582914,"Trader Joes - 4726 E Shea Blvd, Phoenix",AZ 85028---PhoneNumber: 602-485-7788,"Trader Joes - 4726 E Shea Blvd, PhoenixAZ 85028---PhoneNumber: 602-485-7788","{name:""","Trader Joes - 205 Summit Blvd, Birmingham",""",lat:",33.582914,",",lon:,-111.979655,"},","{name:""Trader Joes - 205 Summit Blvd, Birmingham"",lat:33.582914,lon:-111.979655},",,,,,,,,,{,position:,{lat:,33.582914,",",lng:,-111.979655,"},",title:,"""","Trader Joes - 4726 E Shea Blvd, PhoenixAZ 85028---PhoneNumber: 602-485-7788","""","},","{position:{lat:33.582914,lng:-111.979655},title:""Trader Joes - 4726 E Shea Blvd, PhoenixAZ 85028---PhoneNumber: 602-485-7788""},"
-111.994749,33.304029,"Trader Joes - 4025 E Chandler Blvd, Phoenix",AZ 85048---PhoneNumber: 480-759-2295,"Trader Joes - 4025 E Chandler Blvd, PhoenixAZ 85048---PhoneNumber: 480-759-2295","{name:""","Trader Joes - 205 Summit Blvd, Birmingham",""",lat:",33.304029,",",lon:,-111.994749,"},","{name:""Trader Joes - 205 Summit Blvd, Birmingham"",lat:33.304029,lon:-111.994749},",,,,,,,,,{,position:,{lat:,33.304029,",",lng:,-111.994749,"},",title:,"""","Trader Joes - 4025 E Chandler Blvd, PhoenixAZ 85048---PhoneNumber: 480-759-2295","""","},","{position:{lat:33.304029,lng:-111.994749},title:""Trader Joes - 4025 E Chandler Blvd, PhoenixAZ 85048---PhoneNumber: 480-759-2295""},"
-111.640266,33.256054,"Trader Joes - 21186 S Ellsworth Loop Rd, Queen Creek",AZ 85142---PhoneNumber: 480-877-7213,"Trader Joes - 21186 S Ellsworth Loop Rd, Queen CreekAZ 85142---PhoneNumber: 480-877-7213","{name:""","Trader Joes - 205 Summit Blvd, Birmingham",""",lat:",33.256054,",",lon:,-111.640266,"},","{name:""Trader Joes - 205 Summit Blvd, Birmingham"",lat:33.256054,lon:-111.640266},",,,,,,,,,{,position:,{lat:,33.256054,",",lng:,-111.640266,"},",title:,"""","Trader Joes - 21186 S Ellsworth Loop Rd, Queen CreekAZ 85142---PhoneNumber: 480-877-7213","""","},","{position:{lat:33.256054,lng:-111.640266},title:""Trader Joes - 21186 S Ellsworth Loop Rd, Queen CreekAZ 85142---PhoneNumber: 480-877-7213""},"
-111.787486,33.379237,"Trader Joes - 2050 E Baseline Rd, Mesa",AZ 85204---PhoneNumber: 480-632-0951,"Trader Joes - 2050 E Baseline Rd, MesaAZ 85204---PhoneNumber: 480-632-0951","{name:""","Trader Joes - 205 Summit Blvd, Birmingham",""",lat:",33.379237,",",lon:,-111.787486,"},","{name:""Trader Joes - 205 Summit Blvd, Birmingham"",lat:33.379237,lon:-111.787486},",,,,,,,,,{,position:,{lat:,33.379237,",",lng:,-111.787486,"},",title:,"""","Trader Joes - 2050 E Baseline Rd, MesaAZ 85204---PhoneNumber: 480-632-0951","""","},","{position:{lat:33.379237,lng:-111.787486},title:""Trader Joes - 2050 E Baseline Rd, MesaAZ 85204---PhoneNumber: 480-632-0951""},"
-111.92603,33.528361,"Trader Joes - 6202 N Scottsdale Rd, Scottsdale",AZ 85253---PhoneNumber: 480-948-9886,"Trader Joes - 6202 N Scottsdale Rd, ScottsdaleAZ 85253---PhoneNumber: 480-948-9886","{name:""","Trader Joes - 205 Summit Blvd, Birmingham",""",lat:",33.528361,",",lon:,-111.92603,"},","{name:""Trader Joes - 205 Summit Blvd, Birmingham"",lat:33.528361,lon:-111.92603},",,,,,,,,,{,position:,{lat:,33.528361,",",lng:,-111.92603,"},",title:,"""","Trader Joes - 6202 N Scottsdale Rd, ScottsdaleAZ 85253---PhoneNumber: 480-948-9886","""","},","{position:{lat:33.528361,lng:-111.92603},title:""Trader Joes - 6202 N Scottsdale Rd, ScottsdaleAZ 85253---PhoneNumber: 480-948-9886""},"
-111.8887,33.6076,"Trader Joes - 7555 E Frank Lloyd Wright Blvd, Scottsdale",AZ 85260---PhoneNumber: 480-367-8920,"Trader Joes - 7555 E Frank Lloyd Wright Blvd, ScottsdaleAZ 85260---PhoneNumber: 480-367-8920","{name:""","Trader Joes - 205 Summit Blvd, Birmingham",""",lat:",33.6076,",",lon:,-111.8887,"},","{name:""Trader Joes - 205 Summit Blvd, Birmingham"",lat:33.6076,lon:-111.8887},",,,,,,,,,{,position:,{lat:,33.6076,",",lng:,-111.8887,"},",title:,"""","Trader Joes - 7555 E Frank Lloyd Wright Blvd, ScottsdaleAZ 85260---PhoneNumber: 480-367-8920","""","},","{position:{lat:33.6076,lng:-111.8887},title:""Trader Joes - 7555 E Frank Lloyd Wright Blvd, ScottsdaleAZ 85260---PhoneNumber: 480-367-8920""},"
